gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Eprs,8.978980281,0.049244876,0.132721898,0.371038067,0.710609179,0.828344874
Eps15,4.717359814,0.143623633,0.150101803,0.956841491,0.338647266,0.553434295
Eps15l1,7.453563203,0.198551929,0.152809497,1.299342862,0.193826291,0.424652282
Eps8,2.072802389,0.568257586,0.308470715,1.842176772,0.065449297,0.283977843
Eps8l1,0.313817245,0.491875493,0.777819786,0.632377193,0.527140433,0.700533303
Eps8l2,0.081308577,1.672493493,1.141392655,1.465309494,0.142836497,NA
Eps8l3,0.019345457,2.123088029,2.976338697,0.713322053,0.475646494,NA
Epsti1,0.196432726,0.625419752,0.781091875,0.800699344,0.423305723,0.622670907
Ept1,0,NA,NA,NA,NA,NA
Epx,0.019506444,1.880713314,2.980753975,0.630952212,0.528071771,NA
Epyc,0.002773683,2.028738754,2.978910557,0.681033793,0.495850108,NA
Eqtn,0.394523875,1.061585969,0.666947454,1.591708555,0.111450205,0.343174274
Eral1,0.64535568,-0.029226598,0.3654643,-0.079971144,0.936260206,0.966037877
Erap1,0.619962628,-0.337536209,0.46121053,-0.731848445,0.464261076,0.65287182
Eras,0,NA,NA,NA,NA,NA
Erbb2,0,NA,NA,NA,NA,NA
Erbb2ip,0,NA,NA,NA,NA,NA
Erbb3,0.101050844,1.670850747,1.18684701,1.407806341,0.159188422,NA
Erbb4,100.7729661,-0.055784488,0.139306113,-0.400445369,0.688828514,0.813306601
Erc1,14.60155567,0.143866153,0.109722341,1.311183779,0.189795681,0.420922834
Erc2,75.18688252,0.144183106,0.092280008,1.562452242,0.118181488,0.349253938
Ercc1,0.733106442,0.442272973,0.372631431,1.186891218,0.235270532,0.463730881
Ercc2,0.896908948,1.022552688,0.362592089,2.82011858,0.004800591,0.132638
Ercc3,1.982459524,-0.146714493,0.24725901,-0.593363586,0.552937853,0.718099681
Ercc4,1.631283934,0.067220443,0.258055246,0.260488572,0.794486929,0.881833951
Ercc5,2.173529355,0.046333539,0.251672918,0.184102204,0.853933278,0.919527624
Ercc6,2.126506995,0.168583308,0.278815703,0.604640651,0.54541779,0.713864469
Ercc6l,0.046655912,1.681603162,2.645289222,0.63569728,0.52497375,NA
Ercc6l2,6.268228821,-0.06015797,0.203305868,-0.295898838,0.767307338,0.866601256
Ercc8,1.61366288,0.25673802,0.259721061,0.988514443,0.322900764,0.540676818
Erdr1,66.37476675,-0.074937059,0.298776009,-0.250813509,0.801958297,0.886814072
Ereg,0.011611548,1.531421235,2.981406122,0.513657372,0.60749156,NA
Erf,0.250636011,1.357111842,0.579432717,2.342138789,0.019173583,0.195886583
Erg,0.128114799,1.891839731,0.771913883,2.450842992,0.014252211,NA
Ergic1,5.009549426,0.221520358,0.189195762,1.170852639,0.241658015,0.470154299
Ergic2,5.345660144,0.193179087,0.191232237,1.010180556,0.312408793,0.532173624
Ergic3,1.898535229,0.032449717,0.221991784,0.146175307,0.883782998,0.938518866
Erh,2.038484494,0.47577589,0.443271293,1.0733289,0.283123573,0.507102288
Eri1,0.287264362,0.948013545,0.540000911,1.755577675,0.079160547,0.302742436
Eri2,0.839377414,0.45875291,0.390181376,1.175742715,0.239697704,0.468065062
Eri3,8.973246055,0.07111609,0.121300987,0.586277913,0.557688771,0.721260559
Erich1,1.015922806,0.236948178,0.376868187,0.628729583,0.529526107,0.702132284
Erich2,1.062762751,1.612459639,0.703626429,2.29164166,0.021926329,0.202394284
Erich3,3.327343921,0.050846203,0.217611732,0.233655617,0.815252346,0.894415378
Erich4,0,NA,NA,NA,NA,NA
Erich5,0.122648027,1.392359318,1.3267762,1.049430429,0.293980059,NA
Erich6,0.221852028,1.363730837,0.61758356,2.208172183,0.027232273,0.21612843
Erich6b,0,NA,NA,NA,NA,NA
Erlec1,4.157605493,0.21859854,0.157805342,1.385241692,0.165978576,0.399940922
Erlin1,2.853013731,0.374963683,0.320937602,1.168338273,0.242670343,0.471068314
Erlin2,0.47693666,1.207667038,0.391199258,3.087089286,0.002021269,0.113421241
Ermap,0.015192085,1.587016747,2.978382266,0.532845218,0.59414073,NA
Ermard,1.87279274,0.755108977,0.42162017,1.790969766,0.073298147,0.294792429
Ermn,1.377374809,0.235225378,0.445324379,0.52821132,0.597352673,0.750727423
Ermp1,1.056262214,0.792445599,0.381518827,2.077081239,0.037794062,0.244613645
Ern1,4.675549205,0.359540666,0.312993118,1.148717481,0.250672495,0.478646444
Ern2,0.08621714,0.475328646,1.860528982,0.255480377,0.798352098,NA
Ero1l,0.96291802,0.721352337,0.378958777,1.90351136,0.056973853,0.27175343
Ero1lb,1.579180296,0.293517092,0.300945374,0.975316845,0.329403117,0.54631693
Erp27,0.009004132,1.531421236,2.981406122,0.513657373,0.60749156,NA
Erp29,4.8734068,0.247878284,0.256702221,0.965625785,0.334231468,0.550345367
Erp44,3.380360514,0.341698924,0.208800009,1.63648903,0.10173728,0.331451083
Errfi1,1.076341887,0.480739661,0.423555233,1.135010557,0.256370895,0.484291947
Erv3,0,NA,NA,NA,NA,NA
Esam,0.116584953,1.387668366,0.730218717,1.900346203,0.057387702,NA
Esco1,1.977378405,0.323881081,0.295712535,1.095256516,0.273404272,0.500628495
Esco2,0.008432363,1.730003054,2.980096913,0.580519059,0.561564638,NA
Esd,0.759995725,0.308695044,0.359800381,0.857961972,0.390913462,0.596737811
Esf1,6.597624539,0.276382197,0.168064921,1.644496635,0.100073659,0.329494185
Esm1,0.018597058,1.763238746,2.974952851,0.592694686,0.553385498,NA
Esp1,0.011960257,1.531421235,2.981406122,0.513657372,0.60749156,NA
Esp15,0,NA,NA,NA,NA,NA
Esp16,0.005470667,1.531421238,2.981406122,0.513657374,0.607491559,NA
Esp18,0,NA,NA,NA,NA,NA
Esp23,0,NA,NA,NA,NA,NA
Esp3,0,NA,NA,NA,NA,NA
Esp31,0,NA,NA,NA,NA,NA
Esp34,0,NA,NA,NA,NA,NA
Esp36,0,NA,NA,NA,NA,NA
Esp38,0,NA,NA,NA,NA,NA
Esp4,0,NA,NA,NA,NA,NA
Esp6Esp5,0,NA,NA,NA,NA,NA
Esp8,0,NA,NA,NA,NA,NA
Espl1,0.101193112,2.018753529,1.116937659,1.807400362,0.070699878,NA
Espn,0.180129067,1.033758029,0.696778609,1.483624807,0.137908484,0.370838241
Espnl,0,NA,NA,NA,NA,NA
Esr1,2.242219988,0.244131761,0.257872206,0.946716067,0.343783481,0.557987707
Esr2,0.34643773,0.603805496,0.491749551,1.227871983,0.219495028,0.449669688
Esrp1,0.012442848,1.668816408,2.978919994,0.560208536,0.575337206,NA
Esrp2,0,NA,NA,NA,NA,NA
Esrra,0.773459568,0.131599189,0.461408129,0.285212116,0.775481638,0.871180976
Esrrb,1.086105162,0.527497,0.562870971,0.937154387,0.348679149,0.562308029
Esrrg,15.57858175,0.098051723,0.11027326,0.889170434,0.37391149,0.58259073
Esx1,0,NA,NA,NA,NA,NA
Esyt1,0.590049548,1.051932464,0.455874289,2.307505577,0.021026652,0.200592522
Esyt2,12.7854005,0.140131532,0.131370873,1.066686462,0.286113442,0.510423215
Esyt3,0.520367064,0.372671271,0.446572518,0.834514565,0.403991083,0.606264856
Etaa1,0.378847644,0.671277197,0.450063539,1.491516504,0.135825942,0.368880008
Etaa1os,0.073129243,1.915752224,1.305945051,1.466947038,0.142390463,NA
Etd,0.0139096,1.336375893,2.980892461,0.448314024,0.653926581,NA
Etf1,1.169681044,0.239556938,0.593591331,0.403572164,0.686527359,0.811909425
Etfa,4.577874548,-0.397522824,0.218425052,-1.819950694,0.068766514,0.290110811
Etfb,0.002129332,1.717878782,2.979467504,0.576572418,0.564228336,NA
Etfdh,1.352570919,0.584864498,0.2612576,2.238650661,0.025178655,0.210159319
Ethe1,1.048071557,0.92366491,0.451435974,2.046059605,0.040750507,0.24673348
Etl4,59.7728156,-0.183425952,0.12703294,-1.443924326,0.148760263,0.381649358
Etnk1,18.73571128,0.082778501,0.104157092,0.794746655,0.426760888,0.625061416
Etnk2,0.802084721,0.243272264,0.346685501,0.701708792,0.482860789,0.667525735
Etnppl,0.050596466,2.290890032,2.174474486,1.053537324,0.292094797,NA
Etohi1,0,NA,NA,NA,NA,NA
Ets1,0.125908536,2.025306247,1.299848362,1.558109627,0.119207263,NA
Ets2,0.546872388,0.619472941,0.428670452,1.445102965,0.148428966,0.381399431
Etv1,0.51722304,-0.227580169,0.471613309,-0.482556713,0.629410521,0.773539495
Etv2,0,NA,NA,NA,NA,NA
Etv3,1.225592436,0.26433384,0.428478191,0.616913172,0.537291999,0.707977786
Etv4,1.412348426,0.108862616,0.346370684,0.314295121,0.753296904,0.857244853
Etv5,1.152742878,0.58599944,0.460144747,1.273511094,0.202836738,0.433314954
Etv6,4.602598879,0.2056368,0.149288187,1.377448571,0.168373605,0.40145483
Eva1a,0.168369642,1.909440126,0.933211484,2.046095831,0.040746943,0.24673348
Eva1b,0.008466243,1.909401778,2.977640684,0.641246537,0.521362518,NA
Eva1c,1.135040188,0.40454774,0.315105055,1.283850362,0.199194318,0.430457275
Evc,0.716988792,0.462634761,0.339081264,1.364377245,0.172448866,0.404557056
Evc2,1.108704912,0.465911568,0.349364248,1.333598302,0.18233554,0.414799869
Evi5,9.96865892,0.100465724,0.123285259,0.814904593,0.415126924,0.616466311
Evi5l,8.811371171,0.024969252,0.143564129,0.173924033,0.861925165,0.92480998
Evl,11.46168485,-0.151245808,0.144198832,-1.048869856,0.294238021,0.51739985
Evpl,0.221625734,0.869543093,0.581951267,1.494185411,0.135127165,0.367746159
Evx1,0,NA,NA,NA,NA,NA
Evx1os,0.001828217,1.717878766,2.979467504,0.576572412,0.56422834,NA
Evx2,0.001828217,1.717878766,2.979467504,0.576572412,0.56422834,NA
Ewsr1,10.40298463,0.266058198,0.17140964,1.552177566,0.120619742,0.352393093
Exd1,0.479465517,0.700765734,0.419564557,1.670221477,0.094875552,0.322105705
Exd2,4.057603687,0.171375327,0.16662381,1.028516434,0.303706964,0.524942533
Exo1,0.057072399,1.52254381,1.333598936,1.141680433,0.253586877,NA
Exo5,0.213843277,0.069374839,0.566690811,0.12242097,0.902565632,0.949688691
Exoc1,4.128631863,0.015923047,0.204662446,0.07780151,0.937985946,0.966895136
Exoc2,4.789160714,-0.013614367,0.19484013,-0.069874552,0.944293508,0.970344519
Exoc3,3.052782345,0.398912991,0.199374215,2.000825384,0.045411211,0.25282827
Exoc3l,0.021380225,1.531421232,2.981406122,0.513657371,0.607491561,NA
Exoc3l2,0.095574905,1.13187016,1.193102694,0.948677902,0.342784457,NA
Exoc3l4,0.053036451,1.84588498,1.851180743,0.997139251,0.318696923,NA
Exoc4,29.30163149,-0.04071597,0.101063423,-0.402875432,0.687039866,0.812221648
Exoc5,7.361059523,0.238244972,0.189729749,1.255706992,0.209222223,0.439417084
Exoc6,2.756206976,-0.104205188,0.245779109,-0.423979028,0.671581108,0.803022921
Exoc6b,24.61419154,-0.043225631,0.094904659,-0.455463736,0.648775651,0.786763089
Exoc7,1.287811785,0.565379257,0.254535349,2.221220977,0.026335998,0.21435511
Exoc8,0.275680114,1.022819295,0.703306548,1.454300828,0.145862921,0.379327692
Exog,1.458994762,0.503597228,0.423545235,1.189004589,0.234437861,0.462703187
Exosc1,0.749485079,-0.045323008,0.483786107,-0.093683981,0.925360196,0.960781385
Exosc10,4.072367193,0.024481375,0.167296701,0.146335074,0.883656879,0.938518866
Exosc2,0.806631398,-0.293598978,0.357672972,-0.820858722,0.411726746,0.613717418
Exosc3,0.34510955,0.653580428,0.526869038,1.240498835,0.214790945,0.445704675
Exosc4,0.156304606,1.296009173,0.792228837,1.635902547,0.101859985,0.331546221
Exosc5,0.796945209,0.275300101,0.358551185,0.767812552,0.442598556,0.63721325
Exosc7,3.506484556,0.330698938,0.240620056,1.374361489,0.169329486,0.401879298
Exosc8,1.47765601,1.325598875,0.438091907,3.025846527,0.002479381,0.116602264
Exosc9,0.709359748,0.236260682,0.42104221,0.561133008,0.574706868,0.734539473
Exph5,0.137870442,1.332005963,0.822315434,1.61982362,0.105270171,NA
Ext1,19.17242145,0.0233144,0.150549365,0.154862164,0.876929983,0.934467568
Ext2,9.481064126,0.157309344,0.132501201,1.187229573,0.235137079,0.463607626
Extl1,0.64265623,0.345205594,0.346222206,0.997063702,0.31873359,0.537415909
Extl2,1.671327638,0.770681994,0.422212581,1.825341141,0.067949565,0.288638727
Extl3,6.05463462,0.122765574,0.167431829,0.73322722,0.463419856,0.652280796
Eya1,0.227476614,1.362990802,0.79296902,1.718844958,0.085642607,0.309668626
Eya2,0.971757984,0.986214104,0.488616021,2.018382659,0.043551424,0.249272619
Eya3,6.626742399,0.055967306,0.129395835,0.432527876,0.665357796,0.798242578
Eya4,0.998001097,-0.353498312,0.395121137,-0.894658065,0.370969902,0.580497965
Ezh1,2.887270995,0.070327955,0.205403473,0.34238932,0.732057925,0.843104767
Ezh2,2.284873377,0.400345127,0.26583081,1.506014773,0.132063381,0.364831511
Ezr,0.23115154,0.481647203,0.887466018,0.542721855,0.587321324,0.744003467
F10,0,NA,NA,NA,NA,NA
F11,0.015325417,2.033118885,2.979468622,0.682376337,0.495001014,NA
F11r,0.025682142,1.898278381,2.374384262,0.79948238,0.424010759,NA
F12,0.107408686,1.628438067,0.953634665,1.707612073,0.087708347,NA
F13a1,0.517658673,0.901417973,0.449632312,2.004789134,0.044985595,0.251813354
F13b,0.002440499,1.717878797,2.979467504,0.576572423,0.564228333,NA
F2,0.002052348,1.717878778,2.979467504,0.576572416,0.564228337,NA
F2r,1.224127879,1.656675391,0.463581718,3.573642635,0.000352049,0.060223975
F2rl1,0.002440499,1.717878797,2.979467504,0.576572423,0.564228333,NA
F2rl2,0.750488713,1.310050277,0.361392845,3.625003359,0.000288958,0.057239893
F2rl3,0.022504919,1.95598686,2.363164747,0.827698053,0.407841522,NA
F3,0.259413897,0.385121006,0.591575319,0.651009253,0.515040514,0.690984061
F5,0.018198368,1.873583718,2.978028106,0.629135673,0.529260238,NA
F7,0,NA,NA,NA,NA,NA
F8,1.140641588,0.231333949,0.334129092,0.692349018,0.488718174,0.671377682
F8a,0.02823493,1.689911312,1.583870793,1.066950233,0.285994309,NA
F9,0.029657006,1.514817991,2.981222906,0.508119667,0.611369423,NA
Fa2h,1.790565708,0.106323978,0.344782451,0.3083799,0.757793274,0.860838411
Faah,2.169545904,0.00804839,0.203486059,0.039552538,0.968449867,0.983127142
Faap100,0.928637487,0.321675563,0.357733316,0.899204935,0.368543512,0.579004406
Faap20,0.45138779,0.526726564,0.38776994,1.358348106,0.174353252,0.406182185
Faap24,0.116330063,1.898960418,1.08524803,1.749793933,0.080153878,NA
Fabp1,0,NA,NA,NA,NA,NA
Fabp12,0.011436835,1.820251614,2.976256587,0.611590957,0.540808423,NA
Fabp2,0,NA,NA,NA,NA,NA
Fabp3,1.062463491,0.866262211,0.452493925,1.914417326,0.055566853,0.270152077
Fabp3-ps1,0.013319713,1.880713312,2.980753975,0.630952211,0.528071772,NA
Fabp4,0.052232305,1.880713315,2.980753975,0.630952212,0.528071771,NA
Fabp5,0.195509068,0.633945341,0.744176147,0.851875384,0.394283261,0.599471956
Fabp6,0,NA,NA,NA,NA,NA
Fabp7,0.068184162,0.694079072,1.792845206,0.387138315,0.698653814,NA
Fadd,0.031286809,1.858647836,2.979186603,0.623877616,0.532707962,NA
Faddos,0.01006584,1.973086959,2.977448747,0.662677052,0.50753741,NA
Fads1,1.214820435,0.85687682,0.386590641,2.216496544,0.026657514,0.215334495
Fads2,0.224777089,1.014965487,0.646191399,1.570688636,0.11625499,0.347251026
Fads3,0.329298096,1.429318326,0.977232931,1.462617848,0.143571977,0.376976923
Fads6,1.123748636,0.244495065,0.289049615,0.845858469,0.397631703,0.601833398
Faf1,18.16179089,-0.038130263,0.123132251,-0.309669178,0.756812544,0.860287831
Faf2,5.609243554,0.172714619,0.166178116,1.039334319,0.298649279,0.521464363
Fah,1.503990409,0.37331678,0.3226299,1.15710534,0.247229325,0.475043777
Fahd1,0.208612525,0.834964948,0.775130912,1.077192169,0.281394423,0.505836359
Fahd2a,0.336755855,1.223237859,0.509470664,2.400997633,0.016350442,0.189635156
Faim,1.022940631,0.193152401,0.319281533,0.604959513,0.545205899,0.713864469
Faim2,6.950529617,0.3221029,0.185953779,1.732166465,0.083243928,0.307631877
Faiml,0,NA,NA,NA,NA,NA
Fam101a,0,NA,NA,NA,NA,NA
Fam101b,0,NA,NA,NA,NA,NA
Fam102a,0.707094925,0.233970879,0.342017163,0.684091046,0.493917676,0.674481193
Fam102b,0.865390173,0.81187179,0.467919412,1.735067554,0.082728841,0.306522197
Fam103a1,0.093245019,1.698083927,1.687599094,1.00621287,0.314313183,NA
Fam104a,1.478074257,0.825748503,0.333798538,2.473793047,0.013368711,0.179160476
Fam105a,0.849706588,0.498303226,0.447265173,1.114111396,0.2652314,0.492984264
Fam107a,0.110019113,1.922800963,1.224746177,1.569958739,0.116424711,NA
Fam107b,0.553092515,0.09713363,0.427890692,0.227005709,0.820419303,0.8970613
Fam109a,0.06423106,1.396219309,2.119382466,0.658785911,0.510033256,NA
Fam109b,0,NA,NA,NA,NA,NA
Fam110a,0.06619747,0.957398226,1.584128689,0.604368971,0.54559836,NA
Fam110b,8.671193134,0.206175455,0.135382687,1.522908582,0.127781579,0.360902216
Fam110c,0.002440499,1.717878797,2.979467504,0.576572423,0.564228333,NA
Fam111a,0.245266993,1.604750379,0.791436092,2.027643665,0.042596629,0.247531397
Fam114a1,0.076812216,2.194073406,1.248758143,1.757004283,0.078917079,NA
Fam114a2,3.28462936,-0.024031423,0.196589314,-0.122241758,0.902707556,0.949688691
Fam117a,1.117343491,0.873043591,0.479501464,1.820731857,0.068647627,0.28979628
Fam117b,7.241467269,0.249742593,0.176406907,1.415718906,0.156857821,0.389155942
Fam118a,2.139325197,0.291362499,0.371687144,0.783891786,0.43310361,0.629434926
Fam118b,2.263270661,0.493788016,0.29262195,1.687460618,0.091514816,0.317448849
Fam120a,8.056646764,0.043046925,0.126980323,0.339004686,0.7346062,0.845146204
Fam120aos,0.126463895,1.354323502,1.242143386,1.090311728,0.275575851,NA
Fam120b,9.562477561,0.043182168,0.157044495,0.274967726,0.783341034,0.875408212
Fam120c,10.69480777,-0.087575777,0.150796192,-0.580755894,0.561404985,0.724339347
Fam122b,0.173915029,1.364010494,0.858606517,1.588632822,0.112143314,0.343526771
Fam122c,0.02061568,1.336375868,2.980892461,0.448314015,0.653926587,NA
Fam124a,4.543823791,-0.016586595,0.205653017,-0.080653304,0.935717673,0.96584272
Fam124b,0.005470667,1.531421238,2.981406122,0.513657374,0.607491559,NA
Fam126a,2.016232443,0.830334072,0.354753105,2.340597051,0.019252934,0.195886583
Fam126b,5.201809306,-0.208664943,0.211116701,-0.988386718,0.32296329,0.540712262
Fam129a,0.154831126,1.951660685,1.41014009,1.384019006,0.166352635,0.400262976
Fam129b,0.551361819,1.040356727,0.646017263,1.610416295,0.107307006,0.337676224
Fam129c,0.149391595,1.14249292,1.305230407,0.875318959,0.381400381,0.588469117
Fam131a,2.316767159,0.488656964,0.27966209,1.747312138,0.080583209,0.303352972
Fam131b,0.262641856,0.687966559,0.51902507,1.325497743,0.185006117,0.416741899
Fam131c,0.04970901,1.541309582,2.186019958,0.705075714,0.48076312,NA
Fam132a,0,NA,NA,NA,NA,NA
Fam132b,0,NA,NA,NA,NA,NA
Fam133b,7.354995821,0.325259686,0.146922312,2.21382091,0.026841101,0.215653829
Fam134a,0,NA,NA,NA,NA,NA
Fam134b,0,NA,NA,NA,NA,NA
Fam134c,0,NA,NA,NA,NA,NA
Fam135a,11.68402517,-0.035763555,0.134904656,-0.265102448,0.790930542,0.879566807
Fam135b,31.98839164,-0.001509354,0.094056511,-0.01604731,0.987196649,0.993733368
Fam136a,0.931217378,1.150765028,0.554561532,2.075089889,0.037978205,0.244933402
Fam136b-ps,0,NA,NA,NA,NA,NA
Fam13a,8.733718341,-0.155174493,0.134844986,-1.15076205,0.249830142,0.477599023
Fam13b,7.000489906,-0.039437679,0.137777418,-0.286241964,0.774692805,0.871104647
Fam13c,4.100254488,0.143694819,0.17087917,0.840914775,0.40039568,0.603780061
Fam149a,1.05225931,1.536596971,0.602355416,2.550980584,0.010742031,0.168778867
Fam149b,5.099620744,0.119954677,0.187165307,0.640902307,0.521586157,0.695696533
Fam150a,0,NA,NA,NA,NA,NA
Fam150b,0,NA,NA,NA,NA,NA
Fam151a,0.021193462,1.58698377,2.959371017,0.536257117,0.591780863,NA
Fam151b,0.300597452,1.42972519,0.489677328,2.919729193,0.003503357,0.125218935
Fam155a,91.09130675,0.057667854,0.099324519,0.580600386,0.561509812,0.724339347
Fam159a,0.073867154,1.738253393,2.511837656,0.692024578,0.488921894,NA
Fam159b,0.019506444,1.880713314,2.980753975,0.630952212,0.528071771,NA
Fam160a2,1.712684217,-0.007233225,0.312103213,-0.023175745,0.981510086,0.989536699
Fam160b1,0.861775004,0.766993856,0.457387161,1.676902899,0.093561471,0.320528721
Fam160b2,1.612057841,0.171729751,0.333454358,0.515002267,0.606551436,0.757624293
Fam161a,0.564344877,1.3218681,0.466102874,2.83600075,0.004568234,0.130404126
Fam161b,1.676858578,0.344558317,0.353726443,0.974081312,0.330016168,0.546868935
Fam162a,1.674987145,0.533673926,0.284886121,1.873288612,0.061028542,0.278108606
Fam162b,0.013939704,1.880713314,2.980753975,0.630952212,0.528071771,NA
Fam163a,3.316557168,0.105913314,0.286287841,0.369953937,0.711416812,0.828344874
Fam163b,1.124987031,0.525836084,0.343439043,1.531090001,0.125747151,0.358251961
Fam166a,0,NA,NA,NA,NA,NA
Fam166b,0.072501782,2.283876507,2.064927941,1.106032061,0.268712642,NA
Fam167a,0.094740391,1.576339178,1.177767893,1.338412423,0.180762032,NA
Fam167b,0,NA,NA,NA,NA,NA
Fam168a,26.36443207,0.086891317,0.090751009,0.957469429,0.338330369,0.553262195
Fam168b,2.819506367,0.368960396,0.180929743,2.039246781,0.041425404,0.24673348
Fam169a,4.285757541,0.068807292,0.159189392,0.43223541,0.665570326,0.798242578
Fam169b,0.071604532,1.928275347,1.494824936,1.289967341,0.197061998,NA
Fam170a,0.006813779,2.03359897,2.977910422,0.682894608,0.494673441,NA
Fam170b,0,NA,NA,NA,NA,NA
Fam171a1,4.297382426,-0.220676166,0.15910176,-1.387012726,0.165437882,0.399520107
Fam171a2,1.051559949,0.414538821,0.262975327,1.576341119,0.11494721,0.345908813
Fam171b,6.257127731,0.07726453,0.158507074,0.487451621,0.625938319,0.771011644
Fam172a,17.30724528,-0.011118874,0.115789899,-0.096026283,0.923499698,0.960069581
Fam173a,1.384899385,0.35113789,0.388292385,0.904313099,0.365829403,0.576803379
Fam173b,0.428278748,1.126654368,0.539258742,2.089264911,0.036683883,0.241765952
Fam174a,1.481147257,0.068762123,0.298680322,0.230219798,0.817920979,0.895602921
Fam174b,0.160649177,1.726474791,1.167082771,1.479307923,0.139058036,0.372168836
Fam175a,0,NA,NA,NA,NA,NA
Fam175b,0,NA,NA,NA,NA,NA
Fam177a,0.012248039,1.785022312,2.975904678,0.599825097,0.548622806,NA
Fam178a,0,NA,NA,NA,NA,NA
Fam178b,0.160865986,1.986482195,0.88291307,2.249918212,0.024454138,0.208074441
Fam179a,0,NA,NA,NA,NA,NA
Fam179b,0,NA,NA,NA,NA,NA
Fam180a,0,NA,NA,NA,NA,NA
Fam181a,0.011445723,1.811669243,2.978145149,0.608321338,0.542974371,NA
Fam181b,0.010113501,1.790731299,2.976459256,0.601631383,0.547419534,NA
Fam183b,0.043250241,2.06047293,2.979726101,0.691497426,0.489252998,NA
Fam184a,14.09357152,0.049952627,0.114955183,0.434540013,0.663896345,0.797261028
Fam184b,7.509123688,0.230772104,0.129644805,1.78003356,0.075070469,0.29709327
Fam185a,3.379140908,0.332127562,0.199894072,1.661517819,0.096609493,0.324197257
Fam186a,0.112298769,1.723120146,1.090080127,1.580727971,0.11394025,NA
Fam186b,0.064498769,2.283380534,1.520069661,1.502155192,0.133057034,NA
Fam187b,0.082317099,1.566185263,2.039916417,0.767769331,0.442624238,NA
Fam188a,0,NA,NA,NA,NA,NA
Fam188b,0,NA,NA,NA,NA,NA
Fam189a1,9.857072143,0.037998292,0.178470025,0.21291134,0.831396117,0.904449395
Fam189a2,0.317351236,1.217246105,1.181129863,1.030577706,0.302738895,0.524438791
Fam189b,1.211227324,0.536996711,0.368272701,1.458149653,0.144799298,0.378250265
Fam192a,0.716115261,0.401298456,0.521891354,0.768931029,0.441934256,0.636607367
Fam193a,19.62275894,0.127176197,0.092517961,1.374610894,0.169252109,0.401879298
Fam193b,8.574036153,-0.101953176,0.141895049,-0.718511155,0.472442172,0.659622913
Fam195a,0,NA,NA,NA,NA,NA
Fam195b,0,NA,NA,NA,NA,NA
Fam196a,1.212999822,0.536234337,0.388190942,1.381367465,0.167166004,0.400793754
Fam196b,3.518853638,0.572777442,0.264107254,2.168730448,0.030103154,0.224583978
Fam198a,0.042958359,1.336375856,2.980892461,0.448314011,0.65392659,NA
Fam198b,0.178844218,1.929247714,1.24661901,1.547584064,0.121722471,0.353958982
Fam199x,1.882318589,0.620817204,0.269917041,2.300029675,0.021446539,0.201644527
Fam19a1,58.10497636,0.235945787,0.122451263,1.926854663,0.053997745,0.268020698
Fam19a2,9.951252276,0.070441494,0.232035736,0.303580365,0.761447613,0.862981267
Fam19a3,0,NA,NA,NA,NA,NA
Fam19a4,0.137899466,1.273260227,0.957020907,1.330441392,0.183372885,NA
Fam19a5,4.437249804,0.096409048,0.234913474,0.410402379,0.681510802,0.809123885
Fam204a,1.418866655,0.908766581,0.431813093,2.104536882,0.035331641,0.238050842
Fam205a3,0,NA,NA,NA,NA,NA
Fam205c,0.011894057,1.9068944,2.976627724,0.640622401,0.521768042,NA
Fam206a,0.259166661,1.715029568,1.119411928,1.532080841,0.125502487,0.357788817
Fam207a,0.479117826,-0.096326512,0.394842976,-0.243961569,0.807260584,0.889592454
Fam208a,3.707553585,0.327202235,0.279427012,1.170975678,0.241608554,0.47012803
Fam208b,4.071546188,0.521147499,0.231823225,2.24803835,0.024573745,0.208105657
Fam209,0.006857508,1.761776154,2.979864477,0.591226939,0.554368375,NA
Fam20a,5.275055052,-0.141127843,0.1794506,-0.786443975,0.431607429,0.628491935
Fam20b,5.392736402,-0.117125597,0.159287618,-0.735308863,0.462151411,0.651516881
Fam20c,2.60867499,0.204067814,0.220068629,0.927291706,0.3537751,0.567307206
Fam21,0,NA,NA,NA,NA,NA
Fam210a,4.730538712,0.277155945,0.213597324,1.297562816,0.194437606,0.425181355
Fam210b,0.107112,1.38783689,1.170736522,1.185439135,0.235843866,NA
Fam212a,0.051986813,1.707810684,2.981225804,0.572855193,0.566742745,NA
Fam212b,0.14423602,1.295423556,1.638129418,0.790794391,0.429063983,0.627119342
Fam213a,0.820650171,0.427502966,0.452089932,0.945614878,0.344345053,0.558487436
Fam213b,0.163113527,1.277276376,1.001500353,1.275362881,0.20218083,0.432556213
Fam214a,4.266015167,0.197169602,0.205737915,0.958353259,0.337884656,0.552833527
Fam214b,0.713517768,1.125114756,0.466770943,2.410421584,0.015934096,0.189635156
Fam216a,1.557984382,-0.027605878,0.314475543,-0.087783862,0.930048464,0.96301344
Fam216b,0.017283852,1.953983704,2.978871262,0.655947684,0.511857786,NA
Fam217a,0.001099202,1.888153253,2.979851514,0.633640047,0.526315759,NA
Fam217b,0.49885867,0.825579381,0.429384803,1.92270284,0.05451738,0.268514073
Fam219a,15.87048357,0.218954989,0.095306439,2.297378765,0.021597172,0.201830899
Fam219aos,0.007832887,1.66881638,2.978919994,0.560208526,0.575337212,NA
Fam219b,0.351784396,1.164371529,0.459258873,2.535327237,0.011234233,0.170254565
