gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Adssl1,7.761818764,0.272816431,0.184386894,1.479586891,0.138983527,0.2963928
Adtrp,1.430810089,-0.103798832,0.486643234,-0.213295542,0.83109645,0.937157228
Aebp1,2.043735432,-0.296269575,0.362830432,-0.816551065,0.41418503,0.634778152
Aebp2,59.24602001,-0.214830035,0.095037955,-2.260465675,0.023792364,0.078074929
Aen,2.609998117,0.586217096,0.196036332,2.990349231,0.002786587,0.014597683
Aes,22.4638842,0.075468119,0.167270043,0.45117534,0.651863181,0.833976686
AF067061,0.002842401,0.403305749,2.980950413,0.13529435,0.892379152,NA
AF067063,0,NA,NA,NA,NA,NA
AF357341,0.066757363,0.235439418,2.981364773,0.07897035,0.937056207,NA
AF357428,0,NA,NA,NA,NA,NA
AF529169,15.76499635,-0.172474042,0.199831466,-0.863097513,0.388083855,0.609327156
Afap1,62.40681842,-0.576247215,0.088579044,-6.505457584,7.74572E-11,6.56573E-09
Afap1l1,51.29756898,1.011145346,0.117592354,8.598733789,8.06004E-18,2.76658E-15
Afap1l2,61.7589128,-0.053665195,0.175321243,-0.306096364,0.759531276,0.901427667
Afdn,256.4328293,-0.005441592,0.053962411,-0.100840421,0.919677139,0.972149244
Aff1,59.84076331,-0.028288708,0.194901787,-0.145143402,0.884597652,0.958536095
Aff2,432.1365286,-0.171309519,0.062986739,-2.71977119,0.00653271,0.028406022
Aff3,641.6626974,-0.067530194,0.050532194,-1.336379606,0.181425229,0.3601771
Aff4,231.559503,0.058260136,0.052171804,1.116697748,0.264123581,0.469475878
Afg1l,109.9895254,-0.17106558,0.077434842,-2.209155166,0.02716385,0.086571339
Afg3l1,0,NA,NA,NA,NA,NA
Afg3l2,144.7380629,-0.087180507,0.076655357,-1.137304827,0.255410877,0.458925029
Afm,0.341604771,0.134550285,0.598338528,0.224873176,0.822077937,0.932976289
Afmid,0.009461163,0.233658175,2.977014335,0.07848742,0.937440336,NA
Afp,0.043045481,0.263557875,2.978419381,0.088489175,0.929487887,NA
Aftph,170.5619851,-0.167403966,0.072093742,-2.322031855,0.02023122,0.068944365
Aga,5.647385778,0.051068913,0.153244158,0.333251941,0.738944114,0.889957385
