gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Akr1cl,0.211281616,0.203365166,1.153898535,0.17624181,0.860103975,NA
Akr1d1,0.103634766,0.49755263,2.98246938,0.166825729,0.867507173,NA
Akr1e1,3.676156547,0.419358928,0.204561096,2.050042434,0.04036029,0.155372695
Akr7a5,2.585145057,0.046710531,0.254485803,0.18354867,0.854367534,0.934962281
Akt1,5.81272794,0.240376465,0.167994275,1.430861052,0.152470041,0.367843596
Akt1s1,2.157066458,-0.439868012,0.312451136,-1.40779777,0.159190961,0.37691588
Akt2,8.052343089,-0.044714483,0.142001913,-0.314886483,0.752847845,0.882708876
Akt3,140.1841678,-0.335339882,0.111397394,-3.010302749,0.002609874,0.024394893
Aktip,15.9793642,-0.049403564,0.110606473,-0.446660691,0.655120068,0.826167047
Alad,4.610103979,-0.176620421,0.226421774,-0.780050513,0.435361144,0.668475727
Alas1,8.79751528,-0.010448329,0.138925826,-0.075207969,0.940049244,0.973723307
Alas2,3.708138679,0.607455861,0.27339315,2.221913246,0.026289169,0.116993414
Alb,0.229636543,0.621738195,1.042478342,0.596403944,0.550905406,NA
Alcam,141.1468,-0.074249854,0.078111841,-0.950558232,0.34182868,0.585821578
Aldh16a1,2.319170095,0.120278574,0.349214415,0.344426144,0.73052583,0.870615386
Aldh18a1,2.857562851,0.276522199,0.356578729,0.775487084,0.438051895,0.670562776
Aldh1a1,36.10776384,-0.268858199,0.099647491,-2.698093015,0.006973795,0.047887375
Aldh1a2,0.768460886,-0.478546239,0.66520459,-0.719397078,0.471896297,0.696519122
Aldh1a3,0.212599097,0.231047979,0.986336894,0.234248542,0.814792032,NA
Aldh1a7,1.571386644,-1.260757514,0.348390946,-3.618801026,0.000295971,0.005357292
Aldh1b1,0.386135486,0.306545138,0.666756604,0.459755683,0.645691596,NA
Aldh1l1,0.834862644,-0.658196692,0.532361641,-1.236371372,0.216320552,0.453264951
Aldh1l2,6.524479575,-0.199940133,0.20548539,-0.973013861,0.330546413,0.577243515
Aldh2,10.31108199,0.343090818,0.185739266,1.847163634,0.064723428,0.212549784
Aldh3a1,0.002290008,0.642014631,2.982861207,0.215234497,0.829584496,NA
Aldh3a2,8.172839071,0.047954027,0.15337089,0.31266707,0.754533617,0.883704705
Aldh3b1,0.264239003,0.987314627,0.873887259,1.12979634,0.258562051,NA
Aldh3b2,3.455233352,0.581427872,0.215707456,2.695446341,0.00702944,0.048135391
Aldh3b3,0.041476177,0.100657842,2.982177725,0.033753133,0.973074009,NA
Aldh5a1,9.224530434,0.060924516,0.149094039,0.40863147,0.682810132,0.842322324
Aldh6a1,7.260479271,-0.284425698,0.171456834,-1.658876413,0.097140698,0.278667198
Aldh7a1,6.430246499,0.088551821,0.230979904,0.383374568,0.701442057,0.852943842
Aldh8a1,0.247356175,0.021612186,0.966046087,0.022371796,0.982151378,NA
Aldh9a1,6.153293306,0.034542895,0.234545379,0.147275954,0.882914211,0.948035143
Aldoa,9.901701335,0.529120671,0.219966315,2.405462266,0.01615202,0.08382615
Aldoart1,0.033030963,0.585608678,2.982722543,0.196333608,0.844349058,NA
Aldoart2,0.004224933,0.355501335,2.982903369,0.119179635,0.90513304,NA
Aldob,2.352864358,0.266737618,0.28725248,0.928582472,0.353105509,0.596379467
Aldoc,9.529720584,-0.689707088,0.223859088,-3.08098767,0.002063152,0.020612302
Alg1,3.844675169,0.0542146,0.221118539,0.245183422,0.806314412,0.910952984
Alg10b,1.029990662,1.108182725,0.342336039,3.237119667,0.001207428,0.014195648
Alg11,4.329213754,0.594013401,0.190180993,3.123410984,0.001787679,0.018607716
Alg12,2.763444735,0.289280787,0.288201336,1.003745477,0.315501311,0.563800881
Alg13,9.909709027,-0.108134237,0.13793061,-0.783975631,0.433054409,0.666109377
Alg14,4.77024763,-0.012646863,0.174576312,-0.072443181,0.942249222,0.974536765
Alg2,7.398014488,-0.023602028,0.166252818,-0.141964682,0.887107903,0.950145605
Alg3,1.175024548,0.907337382,0.395855645,2.292091557,0.02190036,0.103359359
Alg5,4.040222675,0.198882111,0.192418564,1.033591077,0.301327373,0.550165996
Alg6,9.826935824,0.095527031,0.136756208,0.698520619,0.484851668,0.706963823
Alg8,7.366362112,0.554733339,0.170801017,3.247833931,0.001162871,0.013850435
Alg9,7.497935375,-0.100321956,0.139740468,-0.717916277,0.472808911,0.697100937
Alk,59.03067096,-0.264231156,0.162628104,-1.624757037,0.104214339,0.290398321
Alkbh1,16.82589987,0.486180933,0.155135097,3.13391968,0.001724881,0.018184397
Alkbh2,2.984484293,0.339586697,0.223863819,1.516934261,0.129283282,0.332041853
Alkbh3,8.917637485,-0.001181963,0.138301998,-0.008546247,0.993181164,0.995401992
Alkbh4,1.420991958,0.446100741,0.323858781,1.377454519,0.168371767,0.389183748
Alkbh5,6.004715217,-0.041389297,0.15752997,-0.262739189,0.792751609,0.903928029
Alkbh6,4.045524468,0.239246881,0.278346368,0.859529378,0.390048519,0.629413882
Alkbh7,1.285156769,0.070866065,0.324965419,0.218072633,0.82737252,0.920856393
Alkbh8,24.79289646,-0.199844747,0.088554388,-2.256745849,0.02402396,0.110066726
Allc,0.00263183,0.645914046,2.982834807,0.216543687,0.828563976,NA
